video_id,comment_id,reply_to_comment_id,original_text,translated_text,emoji_only,reply_to_original_text,reply_to_id,replied_to_translated,emoji_count,text_length,thread_depth,creator_category,manual_label
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497722794865017605,7.497722255041545e+18,Dankie oom love julle Baie 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,Thanks Uncle Love you very much,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,Dis baie awesome Trubells. Mag God jou stukkend seen.,7.497722255041545e+18,That's a lot of awesome trubells. May God bless you.,12,31,1,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497914541469451013,,Amen o yes don't give up go man go,Amen o yes don't give up go man go,,,,,0,34,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498067449901581061,,💯 true stay strong still god is good but still one day at the time 💯❤️❤️🙏🙏🙏🙏,true stay strong still god is good but still one day at the time,💯💯❤❤🙏🙏🙏🙏,,,,8,64,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498241244281389879,,May God bless your journey 🙏🙏❤️congratulations to your 1 year being clean 🥰🙏,May God bless your journey congratulations to your 1 year being clean,🙏🙏❤🥰🙏,,,,5,69,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497784253854565126,,awesome my maat..awesome,awesome my maat..awesome,,,,,0,24,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497955902159913733,,Jys awesome. Well done,Jys awesome. Well done,,,,,0,22,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498095239605912325,,keep up the good work.Praise Jesus.,keep up the good work.Praise Jesus.,,,,,0,35,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498068854817751826,,well done! keep it going,well done! keep it going,,,,,0,24,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498062888948089655,,Well done ou,Well done ou,,,,,0,12,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498061731685122821,,amen good work Bless hem,amen good work Bless hem,,,,,0,24,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497872837027152646,,Welldone Amen aan Koning Jesus,Welldone Amen to King Jesus,,,,,0,27,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498325639469613829,,Geluk ❤️,Happiness,❤,,,,1,9,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497708485926912773,,sterkte mooi so,strength beautiful so,,,,,0,21,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498093693430252343,,Amen...God is faithful 😇,Amen...God is faithful,😇,,,,1,22,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497959877127684919,,good decision stay. string bro.,good decision stay. string bro.,,,,,0,31,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497890075923268357,,you have gained a follow,you have gained a follow,,,,,0,24,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498236457406382854,,❤❤❤❤love of god,love of god,❤❤❤❤,,,,4,11,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498083544154981125,,well done brother,well done brother,,,,,0,17,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498039596338053894,,Well done my ou. Keep going.,Well done my ou. Keep going.,,,,,0,28,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497975975293108998,,God is good 🙏🙌🙌 amen,God is good  amen,🙏🙌🙌,,,,3,17,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497884710724551479,,"🥰🥰🥰 Beautiful, Amen, prys Die Here 🙏 ❤️♥️💖 Hallelujah","Beautiful, Amen, prys Die Here   Hallelujah",🥰🥰🥰🙏❤♥💖,,,,7,43,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498075972995236663,,Respek... Well done!,Respek... Well done!,,,,,0,20,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497839028084065029,,Down on my knees I praise my Jesus....,Down on my knees I praise my Jesus....,,,,,0,38,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7512828749767820038,,My name is martin,My name is martin,,,,,0,17,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513265158295339832,,tik was op special 👀,tik was op special,👀,,,,1,18,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513257548745933573,,Hy was sy wasgoed met die hand.,He was his laundry by hand.,,,,,0,27,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513095395229516550,,I find this Dude real funny🤣😂🤣😂... Some people are taking this too seriously..Chill people🤣,I find this Dude real funny... Some people are taking this too seriously..Chill people,🤣😂🤣😂🤣,,,,5,86,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513114085131666181,7.513095395229517e+18,Thank you 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Thank you,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,I find this Dude real funny🤣😂🤣😂... Some people are taking this too seriously..Chill people🤣,7.513095395229517e+18,I find this Dude real funny... Some people are taking this too seriously..Chill people,21,9,1,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513251108308894470,,my hero! 🤣😂👌,my hero!,🤣😂👌,,,,3,8,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513131237688689414,,hi I'm jeff,hi I'm jeff,,,,,0,11,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513123661927760696,,Hoekom staan jou huis in die lig?,Why is your home in the light?,,,,,0,30,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513119119509046072,,Kom mitchells plain toe,Come to Mitchell's Plain,,,,,0,24,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513147190001697592,,Ek dink dis tyd on bicepts te meet teen DR Phillips!,I think it's time to measure bicepts against Dr Phillips!,,,,,0,57,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7512831364146299653,,werkloosheid se finale baas,Unemployment Se final boss,,,,,0,26,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513078335606424376,,As mal n persoon was,If crazy was a person,,,,,0,21,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7512896336695575339,,is die DR Philips van Temu?,Is the Dr Philips of Temu?,,,,,0,26,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513217799972668166,,n dr phillips wannabe🤣🤣🤣🤣🤣🤣,n dr phillips wannabe,🤣🤣🤣🤣🤣🤣,,,,6,21,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513117978414564103,,ek sal jou din arms om jou nek draai jou gemors,I will turn your Din arms around your neck your mess,,,,,0,52,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513112865207239429,,My lyk regtig soos Rambo se boetie Riempies🤣,Me really looks like Rambo's Boetie Riempies,🤣,,,,1,44,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513059122553570053,,Dis reg seun vat sommer die skuld ook…🤣🤣,That's right boy just taking the blame too,🤣🤣,,,,2,42,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513081728001819398,,"sjoe
het nie geweet suid afrika het sy eie bruce lee nie","wow
didn't know South Africa has its own Bruce Lee",,,,,0,50,0,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513113263136899846,7.51308172800182e+18,Hy het trubells 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂Daar vat hy meisie,He has trubells there he takes girl,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"sjoe
het nie geweet suid afrika het sy eie bruce lee nie",7.51308172800182e+18,"wow
didn't know South Africa has its own Bruce Lee",18,35,1,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513107064245257016,,Kom haal haar asb wys my asb,Come and fetch her please show me,,,,,0,33,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7512923529806037765,,kan ek vir jou n adres stuur🤣🤣,can i send you an address,🤣🤣,,,,2,25,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7512828668729787141,,Hier sal jy gebliksem word,Here you will be lightened,,,,,0,26,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513113658383565573,7.512828668729787e+18,Nou Kom man 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂Ek wag vir jou 😂😂😂😂😂😂😂😂😂,Now man I am waiting for you,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Hier sal jy gebliksem word,7.512828668729787e+18,Here you will be lightened,27,28,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513194380389516049,,lol,lol,,,,,0,3,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513262164120585016,,😂 Eish,Eish,😂,,,,1,4,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513276740825416453,,ek dare jou kom traai dit by my huis asb,i dare you come to tear it at my house please,,,,,0,45,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513070568532738872,,Haha. Is this oke for real? My daughter will moer him.,Haha. Is this oke for real? My daughter will moer him.,,,,,0,54,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513150148199351096,,😂😂😂😂 jy maak my dag.,You make my day.,😂😂😂😂,,,,4,16,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513256187967783736,,iq 72,iq 72,,,,,0,5,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513206002369725190,,Jy kan my maar kom haal 😏,You can come and fetch me,😏,,,,1,25,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513215150854603526,,daai luck Gaan my vrou Nie tref nie😁,that luck is not going to hit my wife,😁,,,,1,37,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513255592992359174,,"Why you don't have your own vrou😁😂,
Asking for a friend 😳","Why you don't have your own vrou,
Asking for a friend",😁😂😳,,,,3,53,0,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513226357398012677,,Tot die hondjie is ook n vegter 😁😂,To the puppy is also a fighter,😁😂,,,,2,30,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513203132278670136,,lol................Dr Philips want to be.,lol................Dr Philips want to be.,,,,,0,41,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513188432659956536,,Hahaha jy is so snaaks,Hahaha you are so funny,,,,,0,23,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513263085194494726,,"Best victories is won with knowledge, without lifting a finger.","Best victories is won with knowledge, without lifting a finger.",,,,,0,63,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513264132452647736,,imagine that,imagine that,,,,,0,12,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513188106876486405,,unc doing too much 💔 this pmo,unc doing too much  this pmo,💔,,,,1,28,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513228302761722630,,Whiteboii !? wassup,Whiteboii!? Wassup,,,,,0,18,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513258654507418424,,tik tok Martin 😁,Bras talk to say Mart Martty.,😁,,,,1,29,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513166832024158981,,is jy ok ?,Are you ok?,,,,,0,11,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513239846703301432,,😂😂😂👌👌please don't fight 🙏,please don't fight,😂😂😂👌👌🙏,,,,6,18,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513103786345530118,,lol,lol,,,,,0,3,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513146550501458693,,nhaa bruh im good,nhaa bruh im good,,,,,0,17,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513207161930416952,,wa bly jy adress,wa do you stay adress,,,,,0,21,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513115542309831480,,R u OK brother?,R u OK brother?,,,,,0,15,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513166939813053192,,hello Dr Phillips,hello Dr Phillips,,,,,0,17,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513057206629253893,,My name is Jeff😅😅😅,My name is Jeff,😅😅😅,,,,3,15,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513091990410593080,,bruh,Bruh,,,,,0,4,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513078529296368440,,I'm scared 😱,I'm scared,😱,,,,1,10,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513095315085935416,,"Loooove jou content
... Jy is classic💯💯💯","Loooove your content
... you are classic",💯💯💯,,,,3,40,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513113144128226053,,Worcester… ons wag trubells🤣,Worcester ons wag trubells,🤣,,,,1,26,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7499729016828969734,,well done keep it up.,well done keep it up.,,,,,0,21,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498050383261106950,,CONGRATS !!! 👌,CONGRATS !!!,👌,,,,1,12,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7507300429194232632,,my brother 😎 let's celebrate the great work of our lord Jesus Christ amen 😎 love this,my brother  let's celebrate the great work of our lord Jesus Christ amen  love this,😎😎,,,,2,83,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7512842895662727941,,Wow awesome 🙏♥,Wow awesome,🙏♥,,,,2,11,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497702406516392759,,Well done!!!,Well done!!!,,,,,0,12,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498001447243236101,,amen Jesus bless you,amen Jesus bless you,,,,,0,20,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498095713767703301,,Amen and Amen🙏,Amen and Amen,🙏,,,,1,13,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498062455295542021,,Awesome,Awesome,,,,,0,7,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497989337340134150,,Amen 🙏🙏prys die Here,Amen praises the Lord,🙏🙏,,,,2,21,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498066741370159927,,Well done🙏,Well done,🙏,,,,1,9,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497998615239983927,,Amen God bless you 💕💕💕,Amen God bless you,💕💕💕,,,,3,18,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497959336346764087,,Amazing👌 dankie vir jou inspiration 🥰,Amazing thanks for your inspiration,👌🥰,,,,2,35,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498098330905166597,,Amen thank you Lord,Amen thank you Lord,,,,,0,19,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513287871056102149,,😂😂😂😂😂ek breek my vir die ou . Tot die hond is bang 😂😂😂😂,I break myself for the guy. To the dog is afraid,😂😂😂😂😂😂😂😂😂,,,,9,48,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7512881015279584056,,😂😂😂😂 nooit,never,😂😂😂😂,,,,4,5,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504133155718513414,,"waar kry jy daai broek, ...","Where do you get those pants, ...",,,,,0,33,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503876830619206401,,okay gee eers jou vrou se broek terug😂,okay give back your wife's pants first,😂,,,,1,38,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504158699692311302,,This is the Afrikaners we know🔥🔥🔥💯😂,This is the Afrikaners we know,🔥🔥🔥💯😂,,,,5,30,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504189626069336838,,"malema is busted we know him very well and he will never be president of SA next year he wll get 1 percent, we need each other to build better SA","malema is busted we know him very well and he will never be president of SA next year he wll get 1 percent, we need each other to build better SA",,,,,0,145,0,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504009782124102406,,Amper gedink jy gan Se en hulle kenie van naai nie😅😂,Almost thought you gan's and their kenie of fucking not,😅😂,,,,2,55,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503864022838068023,,ek staan saam trubels2777..ek staan vir my land..👍❣️🙏,I stand together Trubels2777..I stand for my country ..,👍❣🙏,,,,3,55,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504027938560426757,,100% south Africa is yours make it work bra it's all in our hand we gonna get it right one day,100% south Africa is yours make it work bra it's all in our hand we gonna get it right one day,,,,,0,94,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504734064499426054,,this one like meet and black label too much 🤣🤣🤣👌,this one like meet and black label too much,🤣🤣🤣👌,,,,4,43,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504189041837081399,,Ek soek daai broek my boeta😂,I am looking for those pants my fine,😂,,,,1,36,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7509185507072951096,,Trump can not allow this one he seem trouble some,Trump can not allow this one he seem trouble some,,,,,0,49,0,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504342446801994502,,Ek stem my jou... Ons moet ons mense gaan haal,I agree to me ... we have to fetch our people,,,,,0,45,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504250466567734021,,You're a true Afrikaner ❤️South Africa is ur home broer🫡,You're a true Afrikaner South Africa is ur home broer,❤🫡,,,,2,53,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506952708608869125,,waar kry jy daai tattoo en die broek 😆😂😂😂,where do you get that tattoo and the pants,😆😂😂😂,,,,4,42,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505508204722766597,,Oom gee my dae broek asb,Uncle gives me days pants please,,,,,0,32,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504162026575938359,,"We are a different breed in SA, they won't understand Broe💯😂😂salute 👆","We are a different breed in SA, they won't understand Broesalute",💯😂😂👆,,,,4,64,0,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504409014710616887,,"This is our country, we will eventually resolve our problems and make this country work. All of us. Blacks, Whites, Indians 👊🏾❤️","This is our country, we will eventually resolve our problems and make this country work. All of us. Blacks, Whites, Indians",👊🏾❤,,,,3,123,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503973236653572919,,Ons vir jou SuidAfrika Amen,Us for your South Africa Amen,,,,,0,29,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503973963326145335,7.503973236653573e+18,Daar vat hy nou my oom 🥰🥰🥰Liev julle trubells 🥰🥰🥰🥰🥰🥰🥰🥰🥰,There he takes my uncle Liev you trubells now,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,Ons vir jou SuidAfrika Amen,7.503973236653573e+18,Us for your South Africa Amen,12,45,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504658509750403846,,Tell them wena Jan Van Riebeck.,Tell them wena Jan Van Riebeck.,,,,,0,31,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504374800166552375,,We want USA rugby team to face our springboks.... Want to see something,We want USA rugby team to face our springboks.... Want to see something,,,,,0,71,0,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504308998536495877,,Jy bly hierso en onsal daai potjie kos Sam kook💯😂,You stay here and ours all that potty food sam cooking,💯😂,,,,2,54,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504217180360819462,,"Real SA'n son of the soil,salut broer","Real SA'n son of the soil,salut broer",,,,,0,37,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504213140814168837,,the only crime that juju did was to educate Africans about the importance of loving and protecting this continent,the only crime that juju did was to educate Africans about the importance of loving and protecting this continent,,,,,0,113,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504192575014142725,,I love South Africa 🤣😂,I love South Africa,🤣😂,,,,2,19,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503870793249424133,,Bly net hieso Trubels💪 hule keni braaibroodjies in America nie,Just stay hieso trubels their keni braai bread in America,💪,,,,1,57,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503878833020879622,7.503870793249424e+18,Jy moet kyk naa jou fammielie werk in USA maar weet waar jou wortels is in suid AFRICA,You should look at your family work in USA but know where your roots are in South Africa,,Bly net hieso Trubels💪 hule keni braaibroodjies in America nie,7.503870793249424e+18,Just stay hieso trubels their keni braai bread in America,0,88,1,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504689255499875077,,True South African ✌️✌️✌️,True South African,✌✌✌,,,,3,18,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503899105857848069,,Nou het JY hulle mooi gese Bubbles hulle Ken ook Nie Om sulke mooi broeke aan te trek lekker man gooi kielies,Now you told them pretty bubbles they also don't know to put on such nice pants nice man throwing keelies,,,,,0,105,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504752181717271301,,Chom waar kry dai Broek 😂,Chom where do those pants get,😂,,,,1,29,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504576639088001797,,what are you wearing bro😂😂,what are you wearing bro,😂😂,,,,2,24,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504354119278396215,,my bra daai pyjama broek neh🤣🤣🤣,my bra that pajama pants neh,🤣🤣🤣,,,,3,28,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504235810544583429,,Wena haikhona 😂😂😂,You haianga,😂😂😂,,,,3,11,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513208209436803845,,Lyk my jy was nog ni in Brackenfell ni vra vi Julius 😂😂😂😂😂😂,Seems to me you were still in Brackenfell Ni asking for Julius,😂😂😂😂😂😂,,,,6,62,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513108427213177607,,jis maar jys sterk ek bewe al🤣🤣,yeah but you are strong I am already trembling,🤣🤣,,,,2,46,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513072435673432888,,the new karate kid😁,the new karate kid,😁,,,,1,18,0,Chaos,Unclear
