"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","detailedMentions/8/nickName","detailedMentions/8/profileUrl","detailedMentions/8/secUid","detailedMentions/8/userId","detailedMentions/9/nickName","detailedMentions/9/profileUrl","detailedMentions/9/secUid","detailedMentions/9/userId","detailedMentions/10/nickName","detailedMentions/10/profileUrl","detailedMentions/10/secUid","detailedMentions/10/userId","detailedMentions/11/nickName","detailedMentions/11/profileUrl","detailedMentions/11/secUid","detailedMentions/11/userId","detailedMentions/12/nickName","detailedMentions/12/profileUrl","detailedMentions/12/secUid","detailedMentions/12/userId","detailedMentions/13/nickName","detailedMentions/13/profileUrl","detailedMentions/13/secUid","detailedMentions/13/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","mentions/8","mentions/9","mentions/10","mentions/11","mentions/12","mentions/13","pinnedByAuthor","repliesToId","replyCommentTotal","text","uid","uniqueId","videoWebUrl"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e9372554a07b7a2155efc17e8a9ef3a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d444757&x-expires=1756396800&x-signature=qnzLx%2F2%2FX1S%2F30zmAYmb8fUkTbA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541505604276847378","1755893622","2025-08-22T20:13:42.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","Foto's
2 sept - Emperots palace east
🥰🥰","6993258104285512705","roshellknight5","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/11080d8f737a8394b68e737aaf22925c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ee85a6af&x-expires=1756396800&x-signature=EseXVyhHXwNI%2FmbYUNrkdSufOQw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541497027776938759","1755891620","2025-08-22T19:40:20.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","country girl van bloem","7147752288027034630","martin49889","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e4f392cd5ec0ef37a25effeaa1e1f861~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7999479a&x-expires=1756396800&x-signature=G0tSgUJ%2FjST8MPyUUgvxWZzRblk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541639911045874433","1755924886","2025-08-23T04:54:46.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","ek verstaan 2 sept emporers","7116953736925053954","bad_axx_johandrqii","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bf67f7329f2edcfd3351d855713eef81~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b46c628&x-expires=1756396800&x-signature=kGBNrV82cUH8hLQB0xyAc9be79U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541707101194732305","1755940526","2025-08-23T09:15:26.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","2 September","6811665608620901381","yeshuaisreturning","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a4932125d7e185f313b44969929baccd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bcb313a4&x-expires=1756396800&x-signature=LBVzYgaFK7cERDG3BfYMcQ1sUnc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541648909799817989","1755927002","2025-08-23T05:30:02.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","fotos","7457211196090844165","user1360352331386","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8c8f051436676ca06575b7af93af14db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e7a3232a&x-expires=1756396800&x-signature=L22A%2FX3ssnMr19N6UNmKkuo5erA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541745109223932688","1755949382","2025-08-23T11:43:02.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","janneman ,in Emperose branvard op die 2Sept","6850548250023281670","shaunitsme","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e243d9e6992e87e0c4114b7fa8c6d9c0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56b5d448&x-expires=1756396800&x-signature=0KSQJgIQwfiI%2BUvQEV3vCfwx0A8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541763833487786759","1755953735","2025-08-23T12:55:35.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","janneman,in Emperose barnyard 2 sep","7334396484564075525","demonicalts82","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a9d211c8be02570db98b3ee13b5dadb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04d43033&x-expires=1756396800&x-signature=npXeHvvWH5nf2S3VYWHOyCD5TNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541697163416339217","1755938356","2025-08-23T08:39:16.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","Jou gunsteling liedjie is 30 grade buite","7328851856942793734","dorethea.van.tonder","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/adf1c0e0be876992d996c1661b2ca589~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73a0c23b&x-expires=1756396800&x-signature=T2LyrmPxBVaZ%2FFGFoYEe3TI2D8Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541499407105245959","1755892172","2025-08-22T19:49:32.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","2september","6766440577690977285","jacovanderwesthui66","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a058d44c8f82aab297640393a2d86d88~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2d20d02c&x-expires=1756396800&x-signature=lVLf61iE%2BPnlrNh4DIWIP6Qgedg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541454718247355137","1755882208","2025-08-22T17:03:28.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","fotos","7391761789077537797","lorrmcg","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7349533599891292166~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fde3d99d&x-expires=1756396800&x-signature=3G08NDSe8%2FvnamxqxfTupaNTx9U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541485653286191890","1755888974","2025-08-22T18:56:14.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","would have loved to be in jhb to stand a chance to win and attend ! love your music.","7308725079902815237","lana.bee71","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e5d61934f7b748c09dfe5e960b89c559~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fb07c2a2&x-expires=1756396800&x-signature=otGJE9bR90zhIPgTPgcowiWo6xU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7542531911257867016","1756132567","2025-08-25T14:36:07.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","janneman 2 sept","6891263133928440837","hondsdolheid_","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/902718939b93b28437edd6478d9ef127~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e208630&x-expires=1756396800&x-signature=0kjiXKETGMlU7cPJn9Rb2fWl5Ro%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7543288537191498513","1756308738","2025-08-27T15:32:18.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","2 September emperors palace East rand fav song
ek hou van amel en is jou grootste fan
so ek dink almel","7223484491963122693","lostofnashoins0","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/514a92470542b4ee57b7f2c1b1130659~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7bb9a79&x-expires=1756396800&x-signature=AEMIjRIQ8Udw36b1V0VRjRQB168%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7542221658963280647","1756060332","2025-08-24T18:32:12.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","Die 2de September 2025 @18h00 emperors place en song is Jannaman","7202681688211637253","chelseast__67","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9faf0e9b125b07ae067ebc25f83f6984~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3e23853a&x-expires=1756396800&x-signature=X11dCMOII5YhCCYMLwqqkgMiJbM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541455883847566112","1755882038","2025-08-22T17:00:38.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","mag ik Luna ook knuffelen 🥰","7078443569472766981","smokyd1981","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/770e951d9f99bfe09fa393482328150e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2a60b387&x-expires=1756396800&x-signature=plImCb2bCC6zntQXdgtdCW%2FOCH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541520415912346375","1755897076","2025-08-22T21:11:16.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","Luna is beautiful","6811019005009347589","monz_61","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/12cbb1867ee4cd098cbfc80c4747e832~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3efedcb0&x-expires=1756396800&x-signature=nUMRGbzPHtQnX0vOTPBtdQAy2TE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541472092265448193","1755885811","2025-08-22T18:03:31.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","janaman","7446900935663682566","leander285","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/41d44ed7c186958b5cf7a548a5a6dee9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e299ad85&x-expires=1756396800&x-signature=RaQYI0Mq8QRcBdbjh%2BxRbNrPVpk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7541454066942968594","1755881610","2025-08-22T16:53:30.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","yes man","7374136549678695430","koos.van.zyl","https://www.tiktok.com/@dodonyokamusic/video/7541445483173137682"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0215d22a8816f92cecd1a1c38ee2e1fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=533d8bcb&x-expires=1756396800&x-signature=4Jts92Ma1uPhI%2BlRdSVqrgEjlf0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7540556554161701653","1755672644","2025-08-20T06:50:44.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","dodonyokamusic","false",,,,,,,,,,,,,,,"false",,"0","Vir iemand wat vir 'n jaar die Nederlandse ondervinding gehad het(Au Pair). is hierdie Lied vir my asemrowend. En dan bonus my verjaarsdag Maand 🎉Die taal Nederlands is vir my so mooi 🥰","7049828529873437698","_nadine_blueeyes_","https://www.tiktok.com/@dodonyokamusic/video/7540328263076285704"
